Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Oranges,4,760.1088959,66399.8877,30-45,64459.54004,Yes,,Yes,Female,After_16:00,0.479502578,0.872278714,9618,367.6690292,88.97286425,3356.010756,762.3386192,72.14229137,19.17469763,2.382,47425.67026,Yes,68679.25389,0.158194881,262.0672698,65.37637152,253.369632,50,Other,9,286.5695099,2,Motorcycle_or_truck,Services_or_Retail,Yes,0,589.4349711
Turquoises,1,560.7734226,70606.88381,Below_30,35137.68353,Yes,682.5320309,Yes,Male,After_16:00,0.2942693,0.935675499,9392,460.6167905,42.6794633,4698.528347,829.2917984,1.17162969,21.46198478,0.608,53860.12705,No,142679.5575,6.619905801,377.7294766,41.54402227,186.9244742,100,Education,15,134.4196749,0,Foot_or_bicycle,Public_Sector,No,0,460.4079437
Blues,1,,216600.5476,Below_30,263174.121,No,245.8052156,Yes,Male,By_16:00,0.139438127,0.289894619,5568,50.78297667,53.03203817,4327.955308,892.1812859,48.25834229,7.126217557,8.432,18507.98562,No,,9.217481888,422.6389355,49.42212263,512.4954883,80,Healthcare,14,491.6879151,0,Motorcycle_or_truck,Industry_or_other,Yes,2,315.6732861
Reds,6,240.951031,46857.00484,45_and_up,6541.139158,No,815.1260252,No,Female,After_16:00,0.491540881,0.259343443,5453,490.3512871,4.762406554,6814.71017,558.2868869,31.29905986,22.14387697,6.547,63657.52626,Yes,340356.4463,1.080532728,583.4007596,97.44317906,,50,Other,10,155.5440724,3,Public_or_other,Student_or_Unemployed,No,2,630.9395818
Turquoises,6,535.6934709,67103.88696,Below_30,,No,659.463212,Yes,Male,After_16:00,0.246218849,0.209469739,4164,429.2305009,62.88144996,4616.424685,551.6898031,1.250140043,20.71787877,5.836,51563.48006,Maybe,141222.9104,9.189883764,375.7963683,51.52535818,178.5644903,100,Education,16,145.8322903,3,Car,Public_Sector,No,0,471.1522488
Browns,8,184.0165456,,30-45,3833.79319,Yes,898.2249864,No,Male,After_16:00,0.336489674,0.117789233,9837,543.6240815,21.56348047,7924.056724,933.1599372,5.979051976,23.3157475,6.163,70779.88154,Maybe,467419.513,9.678219296,683.6808561,16.36900688,61.33884855,60,Financial,9,261.6709734,3,Motorcycle_or_truck,,Yes,1,681.1904548
Browns,10,156.0444804,48462.32784,45_and_up,2767.557033,No,1380.887348,No,Male,By_16:00,0.744922558,,9648,907.2438269,89.20526661,11131.50952,252.8926574,40.06444437,30.12048849,6.352,110093.5368,No,868068.964,2.045810195,931.7021863,33.93062546,52.01482679,70,Social,11,740.2215716,0,Foot_or_bicycle,Student_or_Unemployed,No,0,942.3953694
Blues,4,1337.861971,438131.8447,30-45,199330.9154,Yes,1092.790811,No,Male,After_16:00,0.65504124,0.445085132,8002,636.3157334,80.23584262,11097.22894,188.2693709,96.86956836,25.22529947,5.998,87012.6655,No,965227.1558,6.896211109,982.4597477,99.83026609,445.9539902,60,Financial,11,,3,Car,Services_or_Retail,No,0,843.7213528
Turquoises,8,257.8662576,30718.24233,30-45,7484.28951,Yes,711.9925841,Yes,Female,By_16:00,0.48954154,0.274817573,8983,434.937182,73.94224643,4443.615568,103.1396086,51.08636336,20.85514761,1.017,53971.67319,Maybe,127716.262,3.014004775,357.3741204,22.16302962,85.95541921,90,Environment,12,171.5305569,1,Public_or_other,Services_or_Retail,No,0,569.6234165
Whites,8,712.2639286,115591.1861,45_and_up,56616.29954,Yes,712.5008574,Yes,Female,After_16:00,0.067727051,0.686005716,8835,,63.3177436,5781.71277,405.9727709,8.631732408,21.36705822,1.165,56434.99178,No,237033.6739,8.994824311,486.8610417,3.452034504,237.4213095,70,Social,8,45.76579029,3,Motorcycle_or_truck,Public_Sector,No,0,505.8373882
Greens,3,416.3662743,41547.30041,30-45,19411.10813,No,858.6461302,Yes,Female,By_16:00,0.775675545,0.507797651,3315,552.6897795,48.44503456,4098.943374,633.0776431,90.28342708,23.50935515,6.685,,No,89614.24312,7.841992897,299.3563815,44.621993,138.7887581,90,Environment,13,263.56428,3,Public_or_other,Student_or_Unemployed,No,3,662.5793811
Reds,3,245.3420768,43363.84097,Below_30,6779.862322,No,754.8563623,No,Female,After_16:00,0.527822983,0.971847714,5026,451.1719905,74.94878725,6204.798602,592.7936104,82.25047647,21.24080955,6.974,58713.67523,Maybe,281160.2501,0.791327909,530.2454621,98.33049325,81.78069228,40,Foreign_Affairs,10,108.0791674,1,Foot_or_bicycle,Hightech,Yes,0,591.5540492
Browns,10,264.4585611,80814.19228,30-45,7869.078467,No,1268.620864,No,Male,By_16:00,0.918024533,0.405304296,9379,813.1715874,22.48379979,10793.8504,525.7340665,33.79291017,28.51616362,6.621,101112.692,No,840431.8866,3.944358816,916.7507222,78.2891239,88.15285369,70,Social,9,651.1529527,3,Car,Services_or_Retail,Yes,5,890.1827267
Whites,3,753.9418635,73965.63138,30-45,63420.01769,Yes,566.5622531,Yes,Female,After_16:00,0.743102561,0.279630398,3749,299.0115373,31.69611897,3541.179635,565.7830467,9.832815081,17.29195007,6.251,41253.22312,No,86621.70536,,294.315656,97.8255264,251.3139545,70,Social,7,289.8298413,3,Foot_or_bicycle,Hightech,Yes,0,536.0406077
Greys,1,129.9014603,16880.88667,Below_30,1928.23264,Yes,800.085788,Yes,Female,By_16:00,0.762528974,0.725923713,6879,586.8476324,66.05195452,5072.239584,994.4915741,38.49479682,24.22493823,5.121,64290.45982,Maybe,151986.4781,7.345702194,389.854432,54.0726416,43.30048676,30,Military,9,144.3574603,5,Motorcycle_or_truck,Public_Sector,No,,465.8749514
Browns,8,89.86612091,23551.09197,30-45,937.2797834,No,1048.130199,No,Female,After_16:00,0.614200085,0.022101306,8956,687.701949,82.13173868,9237.46306,679.2448838,64.82436107,26.22407194,7.044,84508.23773,Yes,618119.7426,3.388824349,786.2059162,1.766907051,29.95537364,80,Healthcare,13,397.0005869,1,Motorcycle_or_truck,Student_or_Unemployed,Yes,0,701.1557055
Turquoises,4,539.5260961,72825.44845,Below_30,32532.99852,No,651.6211036,Yes,Male,By_16:00,0.421021225,0.008286648,6874,423.2988058,34.48197353,4896.009622,974.0662582,45.48606453,20.57422674,3.126,51335.17556,Maybe,163977.3763,6.986730688,404.9412011,19.62501665,179.842032,60,Financial,12,128.4291986,3,Public_or_other,Student_or_Unemployed,Yes,0,
Browns,5,529.4831616,92914.29319,45_and_up,31336.7631,Yes,813.396394,No,Male,After_16:00,0.04283423,0.266987412,4268,503.9391662,52.4154295,6272.311648,2.400450641,68.08887077,22.4485894,11.732,63396.18325,No,277142.5813,2.350509728,526.4433315,17.85785919,176.4943872,100,Education,15,117.4957184,2,Motorcycle_or_truck,Services_or_Retail,Yes,1,614.4136225
Browns,2,257.8197136,72098.62559,45_and_up,7481.607097,Yes,1187.968148,No,Male,By_16:00,0.319570756,0.727122933,4712,770.2877518,97.32186494,9929.999017,44.05438132,57.96707999,27.75405829,11.288,94782.52719,No,703824.2689,3.012697366,838.9423514,13.4906006,85.93990454,100,Education,14,539.799186,2,Car,Industry_or_other,Yes,1,821.6298725
Violets,8,274.5002738,70201.79251,Below_30,8473.766793,Yes,1214.850151,No,Male,After_16:00,0.633662691,0.317503509,5340,968.3369614,2.906542248,9608.99332,965.1753001,91.3028755,31.11811308,10.66,102774.5897,No,588644.8494,9.025971557,767.2319398,15.52288882,91.50009126,70,Social,9,540.238658,1,Car,Hightech,Yes,0,533.2473841
Blues,9,1442.143005,469199.359,Below_30,231576.9862,No,880.1597613,No,Male,After_16:00,0.965823601,0.95419956,4840,,30.17603001,10531.77432,799.8383485,0.209521456,19.63814113,9.16,67476.6651,No,952666.0185,4.877148196,976.0461149,20.79611407,480.714335,100,Education,12,614.2330415,2,Public_or_other,Industry_or_other,No,1,870.9284428
Turquoises,8,164.036886,18637.59847,Below_30,3054.467848,No,687.949855,Yes,Female,After_16:00,0.800813044,0.484710274,9229,466.2128321,16.9091457,4340.975824,856.4768771,43.96618642,21.59196221,0.771,53868.11084,Maybe,116182.1419,9.936506413,340.8550159,19.34615127,54.67896201,90,Environment,11,165.7047899,2,Car,Services_or_Retail,No,0,468.545609
Browns,7,483.5337833,158738.6511,Below_30,26149.50232,,1461.765694,No,Male,By_16:00,0.638946086,0.374277801,7399,972.9731068,,11794.6056,538.1820044,46.34874349,31.19251684,8.601,117010.3215,Yes,969960.9166,,984.8659384,90.13765571,161.1779278,80,Healthcare,13,827.4175844,3,Public_or_other,Student_or_Unemployed,No,0,975.2066087
Browns,1,144.2568306,46526.86457,45_and_up,2370.311518,No,1109.379121,No,Female,By_16:00,0.920031472,0.692142521,5840,714.7603262,34.14523054,11105.36014,669.719812,31.28715293,26.73500189,10.16,90619.2291,No,936218.697,6.78369679,967.5839483,31.82768561,48.08561019,90,Environment,11,567.2049742,3,Public_or_other,Industry_or_other,Yes,0,738.6728647
Purples,2,186.4739642,44807.96742,Below_30,3935.773467,No,1240.287065,No,Male,After_16:00,0.828175756,0.945187388,3660,777.3936138,58.13528409,8763.509521,641.4092628,30.34060944,27.88177924,12.34,95999.41413,Maybe,519656.771,4.91341732,720.8722293,83.37576669,62.15798805,60,Financial,9,562.8325311,0,Car,Hightech,No,0,937.0911797
Greens,4,789.2452809,79385.65147,30-45,69485.09436,No,836.2818167,Yes,Male,By_16:00,0.234027267,0.867712781,9309,509.6443059,84.04744267,4036.816371,388.7049987,86.68221328,22.57530301,0.691,61882.9682,No,91054.73778,1.562259281,301.7527759,11.57334712,263.0817603,70,Social,9,278.1416793,0,Public_or_other,Public_Sector,Yes,0,694.8533276
Blues,1,1626.433308,43428.50765,45_and_up,294472.7339,No,1051.93058,Yes,Female,After_16:00,0.571389676,0.775107047,9729,892.5622983,21.46096234,2586.175106,838.1429042,25.03153204,29.87578113,4.271,83835.01401,Yes,6416.819185,5.621798476,80.10505093,6.320826663,542.1444359,80,Healthcare,11,575.1254766,4,Car,Public_Sector,Yes,1,481.2280121
Browns,9,708.7222028,230306.4941,Below_30,56055.92526,No,1439.663181,No,Male,After_16:00,0.909510545,0.425684656,5822,945.7737531,66.30218788,11640.35289,81.09010174,,30.75343482,10.178,114819.8919,No,950392.0635,5.900451443,974.8805381,94.40385005,236.2407343,80,Healthcare,10,810.2523037,,Car,Student_or_Unemployed,Yes,1,981.9574994
Greens,4,835.2758958,72575.59723,Below_30,77809.07221,Yes,795.5043968,Yes,Male,After_16:00,0.080357038,0.369117858,4577,488.1527293,39.53707283,3582.950673,675.1672947,90.71182029,22.09417863,5.423,58668.13767,Maybe,67945.99275,5.282556626,260.6645215,65.40604357,278.4252986,70,Social,13,288.2467381,2,Motorcycle_or_truck,Student_or_Unemployed,No,1,660.2009767
Browns,,366.507756,107918.2843,Below_30,15057.49538,Yes,1234.616778,No,Female,By_16:00,0.056497323,0.694330881,8381,758.9904718,76.91336155,10351.48713,991.8076433,70.29359217,27.5497817,7.619,97042.95165,Maybe,780308.3157,2.934461462,883.3506188,99.83371617,122.169252,100,Education,16,629.1535283,1,Foot_or_bicycle,,Yes,1,926.380582
Turquoises,8,109.4836287,12314.29398,45_and_up,1378.346203,Yes,593.9188718,Yes,Male,By_16:00,0.488430796,0.872667966,6775,358.9073639,93.40117599,4092.09839,611.3707772,19.15236791,18.94485059,3.225,45358.20409,Maybe,113857.9023,9.598426751,337.4283662,56.1221739,36.49454288,90,Environment,11,216.7860497,3,Public_or_other,Hightech,No,0,474.3188153
Browns,4,151.9767366,45893.99837,Below_30,2626.984298,Yes,1147.616862,No,Male,After_16:00,0.415284782,0.665114543,5969,679.8123968,27.73797624,10419.03732,422.6797074,82.92928599,26.07321224,10.031,,Maybe,820729.5528,1.026188247,905.9412524,75.79405764,50.65891221,90,Environment,12,591.2020044,1,Foot_or_bicycle,Hightech,No,3,890.3831599
Browns,4,211.9086448,69987.19465,30-45,5070.111075,Yes,1482.568705,No,Male,By_16:00,0.658758905,0.329148065,8872,987.7343297,76.59378052,11883.58657,747.1331286,1.168823801,31.42824096,7.128,118610.7718,Yes,981708.0058,6.783091675,990.8117913,37.71204182,70.63621493,80,Healthcare,10,847.3217098,2,Motorcycle_or_truck,Industry_or_other,Yes,0,989.0532579
Whites,4,291.553902,49711.34459,30-45,9552.037717,No,631.3317167,No,Male,By_16:00,0.730290593,0.091864357,7799,401.5162445,5.022903532,5918.176987,886.5490507,44.18889377,20.03787026,2.201,50882.56519,Maybe,261647.0324,9.431453282,511.5144498,12.6843865,97.18463398,60,Financial,6,117.1387509,3,Foot_or_bicycle,Hightech,No,0,437.6313034
Khakis,9,814.6923251,87432.16043,Below_30,74028.62905,No,536.9381026,Yes,Female,After_16:00,0.343302344,0.734044539,3112,353.5674027,29.14964547,3926.711978,249.7511187,38.46663237,18.80338806,6.888,42339.13016,Yes,103656.7717,9.093565701,321.9577173,25.98641561,271.5641084,80,Healthcare,7,263.1624525,1,Foot_or_bicycle,Services_or_Retail,Yes,0,373.0633369
Browns,8,981.2307048,222117.0053,Below_30,107316.3765,No,805.2148545,No,Female,After_16:00,0.519799028,0.757743861,8274,508.4782662,81.21981563,7807.928449,74.83371464,38.69370327,22.54946266,7.726,65087.94956,No,461172.9957,7.172733499,679.0971916,73.09536377,327.0769016,80,Healthcare,13,188.8651247,2,Motorcycle_or_truck,Hightech,No,0,559.3493915
Violets,8,407.4099648,129423.135,45_and_up,18588.34548,No,1205.277492,No,Female,By_16:00,0.165922177,0.622383122,5458,806.014693,70.35415045,11142.2186,822.323079,52.69431195,28.3903979,10.542,98372.36642,Maybe,908245.0636,9.673534024,953.0189209,88.20385188,135.8033216,100,Education,14,609.3433087,1,Motorcycle_or_truck,Student_or_Unemployed,No,6,769.1247532
Turquoises,9,585.7962231,83436.34353,Below_30,38333.84485,Yes,668.9068281,Yes,Male,By_16:00,0.888924217,0.91652658,6532,438.1543514,35.12143411,5149.279759,553.095063,75.67353484,20.93213681,3.468,52980.95617,No,182582.8165,9.120667414,427.2971056,29.27166685,195.2654077,60,Financial,8,102.1273657,3,Motorcycle_or_truck,Student_or_Unemployed,Yes,0,463.6764025
Violets,6,546.517246,180069.1124,45_and_up,33378.96132,Yes,1421.165726,No,Male,By_16:00,0.989100762,0.996397395,4743,960.9214229,6.559465313,11806.38613,280.6845922,65.20474514,30.9987326,11.257,114722.024,No,977041.9592,7.841841965,988.4543283,52.59595541,182.1724153,70,Social,11,789.4594796,2,Motorcycle_or_truck,Services_or_Retail,No,2,914.9820248
Browns,3,553.5199051,181051.7264,30-45,34237.205,Yes,1392.484161,No,Male,After_16:00,0.70295749,0.011098225,3003,898.1033767,37.40409447,11608.95557,671.3754297,4.119294183,29.96837294,12.997,110888.8703,Maybe,962900.3931,5.252633572,981.2748815,26.19151294,184.506635,80,Healthcare,14,782.9533623,3,Motorcycle_or_truck,Hightech,Yes,0,972.1272683
Oranges,6,569.6800515,47648.39777,30-45,36259.37792,Yes,711.3880716,Yes,Male,After_16:00,0.27579746,0.315884543,9253,484.3366891,65.27102755,,723.5010171,44.59729446,22.0076507,2.747,54530.67889,Yes,62961.7932,6.550917865,250.9218866,10.81360984,189.8933505,30,Military,5,249.571359,0,Motorcycle_or_truck,Industry_or_other,No,2,500.7857254
Reds,2,537.5901847,84220.50356,45_and_up,32300.66414,,794.9587497,Yes,Female,By_16:00,0.021823267,0.74023926,7710,476.6498805,8.5905215,5653.190456,245.2791021,47.85653544,21.83231276,4.29,60794.65233,No,220889.7254,0.266430706,469.9890695,81.08341843,179.1967282,50,Other,7,143.0945808,3,Car,Services_or_Retail,Yes,2,637.9499004
Oranges,7,884.1178266,76662.29977,45_and_up,87156.29832,No,722.7430701,Yes,Male,After_16:00,0.608857812,0.965587982,7485,587.9106,35.3394361,3777.136233,748.0980936,70.14285063,24.24686784,4.515,59165.16102,Maybe,67668.39899,8.866933717,260.1315033,56.85693279,294.7059422,50,Other,7,304.002249,1,Car,Industry_or_other,Yes,0,335.2207596
Khakis,7,408.3289946,61859.76138,45_and_up,18671.95053,Yes,667.0691118,Yes,Female,By_16:00,0.389648087,0.157044256,5865,444.4879892,1.070742193,5433.823065,116.2131999,26.76830709,21.0828838,4.135,53478.02592,Yes,206556.3504,2.239963759,454.4847087,68.73733711,136.1096649,60,Financial,5,91.56244244,3,Foot_or_bicycle,Hightech,No,,443.1629014
Turquoises,3,191.1199394,24431.61469,Below_30,4132.243451,No,690.1508492,Yes,Female,By_16:00,0.767736803,0.285359757,5864,465.5307141,52.59226251,4766.0796,368.3477168,27.77631022,21.57616078,4.136,54471.84716,Maybe,147073.6437,1.897388194,383.5018171,89.87410704,63.70664647,80,Healthcare,13,126.2543155,0,Foot_or_bicycle,Public_Sector,Yes,0,465.6460495
Turquoises,10,26.29603789,3420.126238,Below_30,95.59663583,No,666.2816179,Yes,Male,By_16:00,0.741741458,0.666255511,6946,392.2146279,51.61873871,4686.301757,199.5172848,63.00306802,19.8044093,3.054,50626.76096,Yes,,5.832552074,390.1872501,12.2454792,8.765345964,90,Environment,13,161.3462278,1,Car,Student_or_Unemployed,Yes,0,548.5394556
Khakis,10,455.3121004,45935.60012,30-45,23196.11612,No,591.9969777,Yes,Female,After_16:00,0.66174642,0.517541298,8671,409.0796627,41.68691898,3844.804131,458.9368713,97.00133512,20.22571785,1.329,46775.37551,Maybe,91605.7878,3.974171446,302.6644806,46.35959745,151.7707001,80,Healthcare,7,244.8473732,2,Motorcycle_or_truck,Student_or_Unemployed,No,0,387.1176665
Browns,9,149.8649039,46202.21361,30-45,2555.453793,Yes,1360.332202,No,Male,After_16:00,0.117094939,0.597412214,7642,888.9547967,49.50856736,11026.68214,59.69082145,13.79441966,29.81534499,8.358,108357.4144,No,855397.9355,5.729936995,924.8772543,97.61639996,,60,Financial,9,722.1689677,3,Motorcycle_or_truck,Industry_or_other,Yes,0,935.570319
Khakis,1,426.2625856,42478.25716,45_and_up,20340.95329,Yes,544.6579747,Yes,Female,By_16:00,0.929024656,0.42431282,8426,358.3253922,36.55294103,3706.234571,,33.85601635,18.92948473,1.574,42592.71087,Yes,89376.11217,2.069250776,298.9583787,28.30715294,142.0875285,80,Healthcare,8,271.6997799,1,Foot_or_bicycle,Hightech,No,2,384.5385676
Khakis,6,345.6827814,54433.48899,45_and_up,13402.62597,No,704.6410881,Yes,Male,By_16:00,0.840293471,0.942969074,4803,459.4424202,77.73681555,5642.882556,97.57225611,97.77222222,21.434608,5.197,56005.72464,Maybe,223161.5442,4.946367277,472.3997716,31.64785944,115.2275938,60,Financial,5,50.55083389,1,Motorcycle_or_truck,Services_or_Retail,Yes,2,487.8058655
Khakis,3,60.72730469,6883.676164,Below_30,439.9986055,No,575.7442137,Yes,Female,After_16:00,0.727009571,0.103055934,9398,370.9081125,30.32914887,4142.432899,290.6932342,97.98625237,19.25897486,0.602,45018.05165,Yes,115641.9376,4.731837863,340.0616674,81.11302324,20.2424349,90,Environment,9,222.0982671,0,Public_or_other,Hightech,Yes,0,415.8414914
Khakis,10,162.4729192,17074.06244,Below_30,2997.20758,Yes,555.0539795,Yes,Male,By_16:00,0.04649934,0.531947881,3397,368.2948409,24.48687218,3889.249681,142.0163561,59.32996394,19.19100938,6.603,43657.96231,Yes,99392.65069,9.020647213,315.2659999,38.34841542,54.15763972,60,Financial,5,254.7550522,2,Car,Industry_or_other,Yes,0,384.1240453
Browns,9,984.0914763,269638.4021,30-45,107942.0342,No,1188.52273,No,Male,After_16:00,0.724138517,0.811879205,8257,752.896113,79.79357832,9725.711064,288.3550497,88.26245028,27.43895248,7.743,93926.53488,No,675670.657,6.97868045,821.9918838,14.1679201,328.0304921,90,Environment,13,543.501921,3,Public_or_other,Hightech,No,2,857.4340791
Blues,9,1233.34795,325320.3296,45_and_up,169437.4677,No,1330.809199,No,Male,After_16:00,0.133601225,0.325906299,3573,952.0980204,83.81178963,9817.299468,505.3555153,4.229762265,30.85608563,10.427,107780.455,No,626172.0585,8.616205326,791.3103427,54.85333975,411.1159833,100,Education,13,610.8280033,4,Foot_or_bicycle,Services_or_Retail,No,1,789.5798921
Turquoises,10,675.5686049,107282.3275,Below_30,50945.5162,Yes,666.6668782,Yes,Female,By_16:00,0.444904252,0.130912493,3055,376.3672401,22.27113317,5516.824759,413.0569659,85.85973312,,6.945,51101.92381,Yes,226965.5619,1.662580064,476.4090279,79.90231856,225.189535,100,Education,16,139.6884129,1,Public_or_other,Services_or_Retail,Yes,0,560.5909186
Blues,7,1134.334407,157117.9092,30-45,143356.3945,Yes,193.4695614,Yes,Female,By_16:00,0.425175731,0.333646808,8252,163.8071151,89.56380989,4482.947303,855.3319119,57.59841369,12.79871537,5.748,20375.16747,Yes,172667.9294,2.346505271,415.5333072,96.12835455,378.111469,70,Social,12,601.0501294,2,Public_or_other,Services_or_Retail,No,0,8.979654172
Turquoises,8,921.8785774,131211.5878,Below_30,94746.19413,Yes,746.2821097,Yes,Female,After_16:00,0.907246102,0.453559068,7042,447.4652223,5.906395917,5164.850292,43.75533946,50.0318679,21.15337378,2.958,56895.83524,Yes,182322.1551,6.646974152,426.9919848,41.34588651,307.2928591,100,Education,12,135.7893407,2,Foot_or_bicycle,Public_Sector,Yes,3,601.7284223
Turquoises,1,908.9519263,114541.3838,Below_30,92112.27335,No,605.4216847,Yes,Female,By_16:00,0.996442443,0.817603146,9449,408.5480751,1.067886269,4597.539772,587.1884616,88.49199011,20.2125722,0.551,48307.10328,Yes,,8.91513573,378.0443622,5.280065723,302.9839754,100,Education,14,182.3926065,3,Car,Public_Sector,Yes,3,399.8479618
Turquoises,10,73.66002817,9251.125549,30-45,637.4199816,Yes,638.6851842,Yes,Male,After_16:00,0.944708734,0.15854519,4043,392.7084879,93.54338048,4553.183203,885.3353828,20.82559764,19.81687382,5.957,49210.09623,Yes,141960.6235,0.502758073,376.7766228,45.20278722,24.55334272,70,Social,13,163.4597539,0,Public_or_other,Public_Sector,No,0,495.1397657
